Date,Price,% Growth
2007-10-25,29.4871,0.0
2007-10-26,31.6428,0.07310654489590361
2007-10-29,34.3126,0.16364783244198317
2007-10-30,35.0345,0.1881297245236052
2007-10-31,33.8182,0.14688117854926377
2007-11-01,32.3646,0.09758504566403618
2007-11-02,32.0581,0.08719066981832738
2007-11-05,31.1484,0.056339891003184345
2007-11-06,31.0791,0.053989710754872425
2007-11-07,29.0224,-0.01575943378629979
2007-11-08,29.6651,0.006036538011537156
2007-11-09,29.5662,0.002682528970295378
2007-11-12,28.7158,-0.026157200945498203
2007-11-13,28.8048,-0.023138931939729625
2007-11-14,29.6157,0.004361229147661137
2007-11-15,29.8629,0.012744556094020712
2007-11-16,30.3474,0.02917546995126678
2007-11-19,28.8641,-0.021127883040380407
2007-11-20,26.6986,-0.0945667766582676
2007-11-21,24.0782,-0.183432755340471
2007-11-23,23.9002,-0.18946929335200816
2007-11-26,23.9299,-0.1884620732455888
2007-11-27,23.6035,-0.1995313204757335
2007-11-28,24.5726,-0.16666610144775174
2007-11-29,24.5133,-0.16867715034710096
2007-11-30,25.4527,-0.13681915142553866
2007-12-03,26.0064,-0.1180414486334703
2007-12-04,25.5614,-0.13313279366231343
2007-12-05,26.2437,-0.10999386172258381
2007-12-06,27.1831,-0.07813586280102153
2007-12-07,27.6677,-0.06170155763028584
2007-12-10,27.193,-0.07780012276554833
2007-12-11,20.6766,-0.2987916750036457
2007-12-12,19.3318,-0.3443980588121585
2007-12-13,18.3528,-0.3775990178756135
2007-12-14,18.3429,-0.37793475791108655
2007-12-17,17.6606,-0.4010736898508162
2007-12-18,17.5024,-0.4064387477914071
2007-12-19,17.5519,-0.40476004761404144
2007-12-20,16.563,-0.4382967467129695
2007-12-21,16.3949,-0.4439975446890336
2007-12-24,16.6125,-0.4366180465356037
2007-12-26,17.1563,-0.41817608377900845
2007-12-27,17.0772,-0.4208586127493039
2007-12-28,16.9091,-0.4265594107253681
2007-12-31,16.9586,-0.42488071054800236
2008-01-02,16.3652,-0.4450047647954529
2008-01-03,15.327,-0.4802133814447674
2008-01-04,14.3282,-0.5140858205791685
2008-01-07,12.3802,-0.5801486073571156
2008-01-08,13.3987,-0.5456080794652577
2008-01-09,14.3381,-0.5137500805436954
2008-01-10,15.8906,-0.46109993861722587
2008-01-11,15.6236,-0.47015474563453175
2008-01-14,15.8708,-0.4617714186881722
2008-01-15,15.4357,-0.4765270236815421
2008-01-16,15.7324,-0.4664649965578168
2008-01-17,14.5952,-0.5050310135618626
2008-01-18,12.3605,-0.5808166961145722
2008-01-22,12.4396,-0.5781341671442766
2008-01-23,14.0909,-0.522133407490055
2008-01-24,14.1404,-0.5204547073126893
2008-01-25,15.0204,-0.4906111486039658
2008-01-28,15.327,-0.4802133814447674
2008-01-29,16.1675,-0.45170939156444684
2008-01-30,15.3764,-0.4785380725808913
2008-01-31,15.0699,-0.4889324484266001
2008-02-01,14.5853,-0.5053667535973358
2008-02-04,13.8734,-0.5295095143299952
2008-02-05,13.8437,-0.5305167344364146
2008-02-06,14.0415,-0.5238087163539311
2008-02-07,15.7423,-0.4661292565223437
2008-02-08,15.3764,-0.4785380725808913
2008-02-11,14.9215,-0.4939651576452076
2008-02-12,14.7436,-0.4999983043432552
2008-02-13,14.7633,-0.4993302155857986
2008-02-14,14.6249,-0.5040237934554432
2008-02-15,14.6249,-0.5040237934554432
2008-02-19,14.615,-0.5043595334909163
2008-02-20,14.7534,-0.49966595562127175
2008-02-21,14.615,-0.5043595334909163
2008-02-22,13.8437,-0.5305167344364146
2008-02-25,13.992,-0.5254874165312967
2008-02-26,15.0007,-0.4912792373614225
2008-02-27,14.6546,-0.5030165733490238
2008-02-28,14.4568,-0.5097245914315074
2008-02-29,13.8536,-0.5301809944009415
2008-03-03,14.5853,-0.5053667535973358
2008-03-04,14.1601,-0.5197866185552327
2008-03-05,14.2788,-0.5157611294430446
2008-03-06,14.1404,-0.5204547073126893
2008-03-07,13.3295,-0.5479548684000801
2008-03-10,12.5483,-0.5744478093810513
2008-03-11,12.6769,-0.5700865802333902
2008-03-12,12.0836,-0.5902072431673512
2008-03-13,10.3729,-0.6482224430344118
2008-03-14,10.5806,-0.641178684916455
2008-03-17,11.1541,-0.6217295020534404
2008-03-18,11.6683,-0.6042913680897749
2008-03-19,11.3716,-0.6143533952135002
2008-03-20,12.6373,-0.5714295403752828
2008-03-24,13.8338,-0.5308524744718878
2008-03-25,14.8523,-0.49631194658003
2008-03-26,14.4865,-0.508717371325088
2008-03-27,14.3085,-0.5147539093366251
2008-03-28,13.8635,-0.5298452543654684
2008-03-31,13.8833,-0.5291737742945221
2008-04-01,14.1601,-0.5197866185552327
2008-04-02,13.8239,-0.5311882145073609
2008-04-03,13.9129,-0.5281699455015922
2008-04-04,13.6657,-0.5365532724479518
2008-04-07,13.3691,-0.5466119082581875
2008-04-08,14.0217,-0.5244801964248774
2008-04-09,13.5767,-0.5395715414537204
2008-04-10,14.7436,-0.4999983043432552
2008-04-11,14.1404,-0.5204547073126893
2008-04-14,14.2491,-0.516768349549464
