Date,Price,% Growth
2011-05-26,11.55,0.0
2011-05-27,11.48,-0.006060606060606085
2011-05-31,11.8,0.021645021645021644
2011-06-01,11.59,0.003463203463203389
2011-06-02,11.9,0.03030303030303027
2011-06-03,11.96,0.03549783549783551
2011-06-06,11.99,0.03809523809523805
2011-06-07,12.02,0.04069264069264059
2011-06-08,12.09,0.04675324675324668
2011-06-09,12.17,0.05367965367965361
2011-06-10,12.04,0.04242424242424229
2011-06-13,12.03,0.04155844155844144
2011-06-14,12.0,0.0389610389610389
2011-06-15,12.0,0.0389610389610389
2011-06-16,11.89,0.02943722943722942
2011-06-17,11.9,0.03030303030303027
2011-06-20,12.0,0.0389610389610389
2011-06-21,12.05,0.04329004329004329
2011-06-22,12.03,0.04155844155844144
2011-06-23,12.05,0.04329004329004329
2011-06-24,12.0,0.0389610389610389
2011-06-27,12.0,0.0389610389610389
2011-06-28,12.3,0.06493506493506493
2011-06-29,12.26,0.061471861471861386
2011-06-30,11.99,0.03809523809523805
2011-07-01,12.4,0.07359307359307356
2011-07-05,12.15,0.05194805194805192
2011-07-06,13.17,0.1402597402597402
2011-07-07,12.9,0.11688311688311684
2011-07-08,13.71,0.18701298701298702
2011-07-11,13.41,0.16103896103896098
2011-07-12,13.54,0.17229437229437214
2011-07-13,14.09,0.21991341991341984
2011-07-14,14.29,0.23722943722943707
2011-07-15,14.23,0.23203463203463198
2011-07-18,13.66,0.18268398268398262
2011-07-19,14.0,0.21212121212121204
2011-07-20,13.39,0.1593073593073593
2011-07-21,13.8,0.1948051948051948
2011-07-22,13.52,0.17056277056277044
2011-07-25,13.14,0.13766233766233765
2011-07-26,12.77,0.10562770562770553
2011-07-27,12.64,0.09437229437229436
2011-07-28,13.24,0.14632034632034627
2011-07-29,13.1,0.1341991341991341
2011-08-01,13.03,0.12813852813852802
2011-08-02,12.94,0.12034632034632023
2011-08-03,13.24,0.14632034632034627
2011-08-04,12.61,0.09177489177489166
2011-08-05,12.61,0.09177489177489166
2011-08-08,11.31,-0.020779220779220797
2011-08-09,11.61,0.005194805194805084
2011-08-10,10.98,-0.049350649350649374
2011-08-11,11.92,0.032034632034631964
2011-08-12,11.62,0.006060606060605931
2011-08-15,12.09,0.04675324675324668
2011-08-16,12.13,0.05021645021645022
2011-08-17,12.11,0.048484848484848374
2011-08-18,11.01,-0.04675324675324683
2011-08-19,10.55,-0.08658008658008658
2011-08-22,10.44,-0.0961038961038962
2011-08-23,11.64,0.007792207792207779
2011-08-24,11.91,0.031168831168831117
2011-08-25,11.57,0.0017316017316016945
2011-08-26,12.14,0.05108225108225107
2011-08-29,12.44,0.07705627705627695
2011-08-30,12.07,0.04502164502164498
2011-08-31,12.08,0.04588744588744583
2011-09-01,11.95,0.03463203463203451
2011-09-02,11.74,0.016450216450216406
2011-09-06,11.67,0.010389610389610322
2011-09-07,11.88,0.028571428571428577
2011-09-08,11.49,-0.005194805194805237
2011-09-09,11.37,-0.015584415584415713
2011-09-12,11.16,-0.03376623376623381
2011-09-13,11.46,-0.007792207792207779
2011-09-14,12.41,0.0744588744588744
2011-09-15,12.77,0.10562770562770553
2011-09-16,12.77,0.10562770562770553
2011-09-19,12.55,0.08658008658008658
2011-09-20,11.95,0.03463203463203451
2011-09-21,11.57,0.0017316017316016945
2011-09-22,11.24,-0.026839826839826882
2011-09-23,11.63,0.0069264069264069325
2011-09-26,11.88,0.028571428571428577
2011-09-27,12.2,0.05627705627705615
2011-09-28,12.13,0.05021645021645022
2011-09-29,12.73,0.10216450216450214
2011-09-30,12.5,0.08225108225108219
2011-10-03,11.7,0.012987012987012863
2011-10-04,12.43,0.0761904761904761
2011-10-05,12.73,0.10216450216450214
2011-10-06,13.14,0.13766233766233765
2011-10-07,13.1,0.1341991341991341
2011-10-10,13.43,0.16277056277056268
2011-10-11,13.71,0.18701298701298702
2011-10-12,14.52,0.257142857142857
2011-10-13,15.9,0.3766233766233766
2011-10-14,15.63,0.35324675324675325
2011-10-17,14.82,0.28311688311688304
2011-10-18,14.91,0.29090909090909084
2011-10-19,14.49,0.25454545454545446
2011-10-20,14.19,0.22857142857142845
2011-10-21,14.93,0.29264069264069253
2011-10-24,15.87,0.3740259740259739
2011-10-25,15.03,0.3012987012987012
2011-10-26,15.21,0.3168831168831169
2011-10-27,16.21,0.40346320346320347
2011-10-28,16.51,0.4294372294372295
2011-10-31,16.46,0.4251082251082251
2011-11-01,15.37,0.3307359307359306
2011-11-02,15.73,0.36190476190476184
2011-11-03,16.41,0.4207792207792207
2011-11-04,16.2,0.40259740259740245
2011-11-07,16.46,0.4251082251082251
2011-11-08,16.4,0.4199134199134197
2011-11-09,15.45,0.3376623376623375
2011-11-10,15.71,0.36017316017316015
2011-11-11,16.19,0.4017316017316018
2011-11-14,16.91,0.46406926406926396
2011-11-15,16.74,0.4493506493506491
2011-11-16,16.58,0.4354978354978353
2011-11-17,16.03,0.3878787878787879
2011-11-18,15.95,0.3809523809523808
2011-11-21,16.49,0.4277056277056275
2011-11-22,16.54,0.4320346320346319
2011-11-23,16.36,0.4164502164502163
2011-11-25,16.31,0.41212121212121194
2011-11-28,17.03,0.47445887445887447
2011-11-29,16.11,0.39480519480519466
2011-11-30,16.13,0.39653679653679635
2011-12-01,16.03,0.3878787878787879
2011-12-02,16.2,0.40259740259740245
2011-12-05,16.18,0.40086580086580076
2011-12-06,15.37,0.3307359307359306
2011-12-07,16.0,0.38528138528138517
2011-12-08,15.66,0.3558441558441558
2011-12-09,15.81,0.3688311688311688
2011-12-12,15.79,0.3670995670995669
2011-12-13,15.24,0.3194805194805194
2011-12-14,15.45,0.3376623376623375
2011-12-15,15.57,0.348051948051948
2011-12-16,15.33,0.3272727272727272
