Date,Price,% Growth
1990-01-12,2.6422,0.0
1990-01-15,2.6422,0.0
1990-01-16,2.5699,-0.02736356066913928
1990-01-17,2.5699,-0.02736356066913928
1990-01-18,2.4975,-0.05476496858678368
1990-01-19,2.4975,-0.05476496858678368
1990-01-22,2.4518,-0.0720611611535841
1990-01-23,2.4747,-0.06339414124593142
1990-01-24,2.3795,-0.09942472182272338
1990-01-25,2.4024,-0.0907577019150707
1990-01-26,2.3319,-0.11744001211111946
1990-01-29,2.3567,-0.10805389448187112
1990-01-30,2.3072,-0.12678828249186283
1990-01-31,2.3319,-0.11744001211111946
1990-02-01,2.5927,-0.018734388009991713
1990-02-02,2.7126,0.026644462947543805
1990-02-05,2.665,0.008629172659147739
1990-02-06,2.5927,-0.018734388009991713
1990-02-07,2.6175,-0.009348270380743215
1990-02-08,2.6422,0.0
1990-02-09,2.6879,0.01729619256680042
1990-02-12,2.6879,0.01729619256680042
1990-02-13,2.665,0.008629172659147739
1990-02-14,2.665,0.008629172659147739
1990-02-15,2.7374,0.036030580576792134
1990-02-16,2.8078,0.06267504352433577
1990-02-20,2.7831,0.053326773143592555
1990-02-21,2.9734,0.12535008704867154
1990-02-22,3.1181,0.18011505563545538
1990-02-23,2.9734,0.12535008704867154
1990-02-26,3.0229,0.14408447505866326
1990-02-27,3.0686,0.1613806676254637
1990-02-28,3.0934,0.170766785254712
1990-03-01,3.0229,0.14408447505866326
1990-03-02,3.0458,0.15275149496631593
1990-03-05,3.0229,0.14408447505866326
1990-03-06,3.0458,0.15275149496631593
1990-03-07,3.141,0.18878207554310808
1990-03-08,3.0934,0.170766785254712
1990-03-09,3.0934,0.170766785254712
1990-03-12,3.1181,0.18011505563545538
1990-03-13,3.0934,0.170766785254712
1990-03-14,3.0686,0.1613806676254637
1990-03-15,3.0934,0.170766785254712
1990-03-16,3.1181,0.18011505563545538
1990-03-19,3.1885,0.20675951858299904
1990-03-20,3.3085,0.2521762167890395
1990-03-21,3.3085,0.2521762167890395
1990-03-22,3.3542,0.26947240935583994
1990-03-23,3.4036,0.2881689501173265
1990-03-26,3.4036,0.2881689501173265
1990-03-27,3.4969,0.323480432972523
