Date,Price,% Growth
1988-09-07,6.7912,0.0
1988-09-08,6.7711,-0.002959712569207243
1988-09-09,6.7912,0.0
1988-09-12,6.7912,0.0
1988-09-13,6.7138,-0.011397102132171032
1988-09-14,6.655,-0.020055365767463727
1988-09-15,6.655,-0.020055365767463727
1988-09-16,6.7138,-0.011397102132171032
1988-09-19,6.6937,-0.014356814701378276
1988-09-20,6.7324,-0.008658263635292695
1988-09-21,6.6736,-0.01731652727058539
1988-09-22,6.6364,-0.022794204264342064
1988-09-23,6.655,-0.020055365767463727
1988-09-26,6.6364,-0.022794204264342064
1988-09-27,6.6736,-0.01731652727058539
1988-09-28,6.655,-0.020055365767463727
1988-09-29,6.7138,-0.011397102132171032
1988-09-30,6.6937,-0.014356814701378276
1988-10-03,6.7324,-0.008658263635292695
1988-10-04,6.6736,-0.01731652727058539
1988-10-05,6.6736,-0.01731652727058539
1988-10-06,6.6163,-0.025753916833549308
1988-10-07,6.751,-0.005919425138414355
1988-10-10,6.751,-0.005919425138414355
1988-10-11,6.7324,-0.008658263635292695
1988-10-12,6.7138,-0.011397102132171032
1988-10-13,6.7711,-0.002959712569207243
1988-10-14,6.655,-0.020055365767463727
1988-10-17,6.6364,-0.022794204264342064
1988-10-18,6.7324,-0.008658263635292695
1988-10-19,6.655,-0.020055365767463727
1988-10-20,6.655,-0.020055365767463727
1988-10-21,6.6364,-0.022794204264342064
1988-10-24,6.5002,-0.04284957003180579
1988-10-25,6.4414,-0.051507833667098615
1988-10-26,6.5002,-0.04284957003180579
1988-10-27,6.4414,-0.051507833667098615
1988-10-28,6.4615,-0.048548121097891375
1988-10-31,6.4615,-0.048548121097891375
1988-11-01,6.5389,-0.03715101896572034
1988-11-02,6.5389,-0.03715101896572034
1988-11-03,6.5188,-0.040110731534927585
1988-11-04,6.5389,-0.03715101896572034
1988-11-07,6.4229,-0.0542319472258216
1988-11-08,6.5002,-0.04284957003180579
1988-11-09,6.4615,-0.048548121097891375
1988-11-10,6.4615,-0.048548121097891375
1988-11-11,6.3842,-0.05993049829190718
1988-11-14,6.2867,-0.07428731299328545
1988-11-15,6.364,-0.06290493579926965
1988-11-16,6.3068,-0.07132760042407821
1988-11-17,6.3068,-0.07132760042407821
1988-11-18,6.2681,-0.0770261514901638
1988-11-21,6.3269,-0.06836788785487097
1988-11-22,6.3068,-0.07132760042407821
1988-11-23,6.1907,-0.08842325362233483
1988-11-25,6.1319,-0.09708151725762752
1988-11-28,6.2248,-0.08340204971139119
1988-11-29,6.361,-0.06334668394392745
1988-11-30,6.4205,-0.05458534574154792
1988-12-01,6.4596,-0.04882789492284131
1988-12-02,6.4017,-0.057353634114736714
1988-12-05,6.4205,-0.05458534574154792
1988-12-06,6.4596,-0.04882789492284131
1988-12-07,6.48,-0.04582400753916826
1988-12-08,6.48,-0.04582400753916826
1988-12-09,6.5176,-0.04028743079279068
1988-12-12,6.4596,-0.04882789492284131
1988-12-13,6.4596,-0.04882789492284131
1988-12-14,6.4393,-0.051817057368359
1988-12-15,6.4017,-0.057353634114736714
1988-12-16,6.3814,-0.06034279656025441
1988-12-19,6.4205,-0.05458534574154792
1988-12-20,6.2248,-0.08340204971139119
1988-12-21,6.3234,-0.06888326069030504
1988-12-22,6.2639,-0.0776445988926847
1988-12-23,6.2639,-0.0776445988926847
1988-12-27,6.2639,-0.0776445988926847
1988-12-28,6.3031,-0.07187242313582286
1988-12-29,6.3031,-0.07187242313582286
1988-12-30,6.2248,-0.08340204971139119
1989-01-03,6.1465,-0.09493167628695964
1989-01-04,6.2044,-0.08640593709506424
1989-01-05,6.1856,-0.08917422546825302
1989-01-06,6.1668,-0.09194251384144181
1989-01-09,6.2451,-0.08041288726587349
1989-01-10,6.2248,-0.08340204971139119
1989-01-11,6.2451,-0.08041288726587349
1989-01-12,6.2639,-0.0776445988926847
1989-01-13,6.2639,-0.0776445988926847
1989-01-16,6.2827,-0.07487631051949578
1989-01-17,6.3031,-0.07187242313582286
1989-01-18,6.361,-0.06334668394392745
1989-01-19,6.3422,-0.06611497231711624
1989-01-20,6.3234,-0.06888326069030504
1989-01-23,6.3234,-0.06888326069030504
1989-01-24,6.3422,-0.06611497231711624
1989-01-25,6.4017,-0.057353634114736714
1989-01-26,6.3234,-0.06888326069030504
1989-01-27,6.4596,-0.04882789492284131
1989-01-30,6.5176,-0.04028743079279068
1989-01-31,6.6162,-0.025768641771704532
1989-02-01,6.6554,-0.019996466014842694
1989-02-02,6.6742,-0.017228177641653904
1989-02-03,6.6366,-0.022764754388031615
1989-02-06,6.6554,-0.019996466014842694
1989-02-07,6.7932,0.00029449876310516253
1989-02-08,6.7932,0.00029449876310516253
1989-02-09,6.6742,-0.017228177641653904
1989-02-10,6.5771,-0.03152609259041115
1989-02-13,6.5583,-0.034294380963599935
1989-02-14,6.5583,-0.034294380963599935
1989-02-15,6.6366,-0.022764754388031615
1989-02-16,6.6554,-0.019996466014842694
1989-02-17,6.7525,-0.005698551066085451
1989-02-21,6.7525,-0.005698551066085451
1989-02-22,6.5771,-0.03152609259041115
1989-02-23,6.4988,-0.04305571916597947
1989-02-24,6.4205,-0.05458534574154792
1989-02-27,6.4346,-0.0525091294616563
1989-02-28,6.4758,-0.0464424549416893
1989-03-01,6.3364,-0.06696901873012129
1989-03-02,6.4346,-0.0525091294616563
1989-03-03,6.5138,-0.04084697844269056
1989-03-06,6.6532,-0.020320414654258438
1989-03-07,6.574,-0.03198256567322418
1989-03-08,6.574,-0.03198256567322418
1989-03-09,6.593,-0.029184827423724812
1989-03-10,6.593,-0.029184827423724812
1989-03-13,6.6136,-0.026151490163741308
1989-03-14,6.574,-0.03198256567322418
1989-03-15,6.5138,-0.04084697844269056
1989-03-16,6.6342,-0.023118152903757808
1989-03-17,6.555,-0.034780303922723556
1989-03-20,6.4552,-0.0494757922016728
1989-03-21,6.4948,-0.043644716692189924
1989-03-22,6.5344,-0.03781364118270705
1989-03-23,6.4948,-0.043644716692189924
1989-03-27,6.4156,-0.05530686771115554
1989-03-28,6.4346,-0.0525091294616563
1989-03-29,6.2968,-0.07280009423960415
1989-03-30,6.376,-0.06113794322063841
1989-03-31,6.4948,-0.043644716692189924
1989-04-03,6.5344,-0.03781364118270705
1989-04-04,6.555,-0.034780303922723556
1989-04-05,6.6136,-0.026151490163741308
1989-04-06,6.574,-0.03198256567322418
1989-04-07,6.574,-0.03198256567322418
1989-04-10,6.6136,-0.026151490163741308
1989-04-11,6.6722,-0.017522676404759067
1989-04-12,6.772,-0.0028271881258098218
1989-04-13,6.6532,-0.020320414654258438
1989-04-14,6.7926,0.00020614913417367917
1989-04-17,6.7926,0.00020614913417367917
1989-04-18,6.8718,0.011868300153139423
1989-04-19,6.8306,0.00580162563317229
1989-04-20,6.7324,-0.008658263635292695
1989-04-21,6.8718,0.011868300153139423
1989-04-24,6.8908,0.014666038402638663
1989-04-25,6.8718,0.011868300153139423
1989-04-26,6.9098,0.017463776652138035
1989-04-27,6.951,0.023530451172105036
1989-04-28,6.951,0.023530451172105036
1989-05-01,7.0492,0.037990340440570154
1989-05-02,7.0096,0.03215926493108728
1989-05-03,7.0302,0.03519260219107078
1989-05-04,7.0096,0.03215926493108728
1989-05-05,7.0492,0.037990340440570154
1989-05-08,7.0096,0.03215926493108728
1989-05-09,6.9098,0.017463776652138035
1989-05-10,6.8718,0.011868300153139423
1989-05-11,6.9304,0.020497113912121535
1989-05-12,7.0682,0.04078807869006952
1989-05-15,7.1284,0.049652491459535895
