"Rank","Name","Symbol","marketcap","price (USD)","country"
"96","Gravity Co.","GRVY","299497568","43.1","South Korea"
"97","People Can Fly","PCF.WA","296868807","9.91","Poland"
"98","Sun Corp","6736.T","291114994","12.28","Japan"
"99","FriendTimes","6820.HK","288960991","0.13","China"
"100","Gamania Digital","6180.TWO","288143238","1.64","Taiwan"
"101","Sichuan Xunyou Network Technology","300467.SZ","288134623","1.42","China"
"102","Focus Entertainment","ALFOC.PA","276743552","44.6","France"
"103","Marvelous","7844.T","276091298","4.57","Japan"
"104","Fire Rock","1909.HK","273967716","0.07","China"
"105","Soft-World International","5478.TWO","271697633","2.24","Taiwan"
"106","Media and Games Invest","M8G.DE","270916930","1.7","Malta"
"107","11 bit studios","11B.WA","267109294","112.22","Poland"
"108","Inspired Entertainment","INSE","264055680","10.08","United States"
"109","tinyBuild","8Z3.F","255294925","1.24","United States"
"110","Homeland Interactive Technology","3798.HK","243628678","0.19","China"
"111","Remedy Entertainment","REMEDY.HE","243130955","18.08","Finland"
"112","Nacon","NACON.PA","237301351","2.52","France"
"113","Archosaur Games","9990.HK","230445368","0.29","China"
"114","Asiasoft","AS.BK","209708323","0.45","Thailand"
"115","FuRyu","6238.T","209672567","7.8","Japan"
"116","Zengame Technology","2660.HK","201690532","0.2","China"
"117","Akatsuki Inc","3932.T","195229180","14.39","Japan"
"118","Sino-Entertainment Technology","6933.HK","194963548","0.48","China"
"119","gumi","3903.T","183531046","6.28","Japan"
"120","UNITED","2497.T","170961366","8.7","Japan"
"121","Akili","AKLI","170790400","2","United States"
"122","PlaySide Studios","PLY.AX","149946588","0.37","Australia"
"123","Drecom","3793.T","144664737","5.09","Japan"
"124","Ten Square Games","1HQ.F","141611162","19.39","Poland"
"125","X-Legend Entertainment","4994.TW","139431955","1.26","Taiwan"
"126","G5 Entertainment","G5EN.ST","136953650","16.23","Sweden"
"127","BAIOO Family Interactive","2100.HK","136662704","0.05","China"
"128","Enad Global 7","EG7.ST","129445682","1.46","Sweden"
"129","KLab","3656.T","123412659","3.09","Japan"
"130","Thunderful Group","THUNDR.ST","116551398","1.56","Sweden"
"131","Chinese Gamer International","3083.TWO","108320238","1.25","Taiwan"
"132","Gala Incorporated","4777.T","107079102","4.28","Japan"
"133","Softstar Entertainment","6111.TWO","106966207","1.34","Taiwan"
"134","Userjoy Technology","3546.TWO","102667126","2.13","Taiwan"
"135","Infinities Tech (Jiu Zun Digital)","1961.HK","97386962","0.18","China"
"136","Ateam","3662.T","96298185","5.2","Japan"
"137","Don't Nod Entertainment","ALDNE.PA","94681483","10.91","France"
"138","Kayak Inc","3904.T","93625074","5.93","Japan"
"139","CI Games","CI7.F","92411505","0.48","Poland"
"140","Nihon Falcom","3723.T","89395632","8.7","Japan"
"141","Creepy Jar","CRJ.WA","87449597","128.71","Poland"
"142","Aiming Inc","3911.T","80110851","2","Japan"
"143","Bragg Gaming Group","BRAG","78794656","3.73","Canada"
"144","CAVE Interactive","3760.T","78113738","13.28","Japan"
"145","CROOZ","2138.T","77635684","6.98","Japan"
"146","Bloober Team","6BO.SG","74291672","3.55","Poland"
"147","ATARI","ALATA.PA","71819199","0.19","France"
"148","East Side Games","EAGR.TO","68925945","0.85","Canada"
"149","Broccoli","2706.T","67880052","7.76","Japan"
"150","iCandy Interactive","ICI.AX","65309774","0.05","Australia"
"151","MacroWell OMG Digital Entertainment","3687.TWO","64995610","2.16","Taiwan"
"152","Aeria","3758.T","63423409","2.88","Japan"
"153","Starbreeze","STAR-B.ST","62818682","0.09","Sweden"
"154","MAG Interactive","MAGI.ST","61633633","2.31","Sweden"
"155","Imagineer","4644.T","59377129","6.19","Japan"
"156","geechs","7060.T","57471060","5.46","Japan"
"157","Yuke's","4334.T","56021386","6.67","Japan"
"158","Gamesparcs","6542.TWO","54959193","1.31","Taiwan"
"159","PopReach","POPR.V","54285798","0.2","Canada"
"160","Mobile Factory","3912.T","53222297","6.74","Japan"
"161","Zordix","ZORDIX-B.ST","51639420","1.28","Sweden"
"162","Wayi International Digital Entertainment","3086.TWO","51284488","2.3","Taiwan"
"163","enish","3667.T","50530403","2.93","Japan"
"164","coly","4175.T","49981887","9.08","Japan"
"165","Nippon Ichi Software","3851.T","49266768","9.78","Japan"
"166","Feiyu Technology International Company","1022.HK","49052493","0.03","China"
"167","Tose Software","4728.T","40568151","5.35","Japan"
"168","CyberStep","3810.T","38107585","3.53","Japan"
"169","Fragbite Group","FRAG.ST","36452476","0.4","Sweden"
"170","5th Planet Games","5PG.OL","35793361","0.17","Denmark"
"171","Appirits","4174.T","35582806","8.78","Japan"
"172","RealNetworks","RNWK","33794148","0.71","United States"
"173","Forever Entertainment","8FE.SG","33183115","1.1","Poland"
"174","AltPlus","3672.T","32688526","1.85","Japan"
"175","Big Cheese Studio","BCS.WA","31744837","7.68","Poland"
"176","Boyaa Interactive","0434.HK","31201949","0.04","China"
"177","Ourgame International","6899.HK","30209321","0.03","China"
"178","BoomBit","BBT.WA","29901091","2.21","Poland"
"179","Super League Gaming","SLGG","26996582","0.72","United States"
"180","Silicon Studio","3907.T","26335178","9.21","Japan"
"181","Mynet","3928.T","26194079","3.09","Japan"
"182","TENDA","4198.T","23487465","10.83","Japan"
"183","Fun Yours Technology","6482.TWO","22839956","1.33","Taiwan"
"184","Axel Mark","3624.T","22784860","2.17","Japan"
"185","NJ Holdings","9421.T","22654920","4.28","Japan"
"186","All in! Games","ALG.WA","21556975","0.36","Poland"
"187","FingerTango","6860.HK","20177343","0.01","China"
"188","Nitro Games","NITRO.ST","19135539","1.45","Finland"
"189","Edia","3935.T","19037975","3.11","Japan"
"190","The9","NCTY","18252762","0.77","China"
"191","Trophy Games","TGAMES.CO","18123309","0.64","Denmark"
"192","Netmarble Joybomb","6468.TWO","17510816","1.45","Taiwan"
"193","Ultimate Games","ULG.WA","17420069","3.33","Poland"
"194","WonderPlanet","4199.T","16727542","7.77","Japan"
"195","Mobcast","3664.T","15667994","0.45","Japan"
"196","Artifex Mundi","ART.WA","14935367","1.26","Poland"
"197","Playgon Games","DEAL.V","14897442","0.06","Canada"
"198","Voltage","3639.T","14462990","2.25","Japan"
"199","GigaMedia","GIGM","13815250","1.25","Taiwan"
"200","Gaming Corps","GCOR.ST","12864119","0.24","Sweden"
"201","Forgame","0484.HK","12784268","0.09","China"
"202","Digital Hollywood Interactive","2022.HK","12230702","0.01","China"
"203","InterServ International","6169.TWO","12099480","0.52","Taiwan"
"204","Virtual Interactive Technologies","VRVR","11793996","1.55","Bermuda"
"205","CMON","1792.HK","11044324","0.01","Singapore"
"206","GAME HOURS","6626.TWO","10626269","0.39","Taiwan"
"207","Astro Corporation","3064.TWO","9599542","0.33","Taiwan"
"208","Games Operators","GOP.WA","8484360","1.54","Poland"
"209","Gaming Technologies (Gametech)","GMGT","7841135","0.25","United States"
"210","Motorsport Gaming","MSGM","7706910","0.66","United States"
"211","Linekong Interactive","8267.HK","7500987","0.02","China"
"212","Qiiwi Games","QIIWI.ST","6955139","0.75","Sweden"
"213","Blue Hat","BHAT","6926051","0.73","China"
"214","Vivid Games","VVD.WA","6901919","0.21","Poland"
"215","Gameone","8282.HK","6421118","0.03","Hong Kong"
"216","Sozap","SOZAP.ST","6064122","0.71","Sweden"
"217","Gaming Factory","GIF.WA","5970719","1.06","Poland"
"218","Mighty Kingdom","MKL.AX","5245115","0.03","Australia"
"219","Versus Systems","VS","4752267","0.19","Canada"
"220","ManyDev Studio","MAN.WA","4660157","0.22","Poland"
"221","Tapinator","TAPM","4270281","1.55","United States"
"222","LL Lucky Games","LADYLU.ST","3673419","0.06","Sweden"
"223","iEntertainment Network","IENT","2839685","0.04","United States"
"224","T-Bull","TBL.WA","2330621","1.97","Poland"
"225","PunkPirates","PUN.WA","2110393","0.07","Poland"
"226","Kuuhubb","KUU.V","1959953","0.03","Canada"
"227","Freeze Tag","FRZT","1275953","0.02","United States"
"228","Playground Ventures","PLAY.CN","1153348","0.02","Canada"
