"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","Microsoft","MSFT","1759092408320","235.87","United States"
"2","Tencent","TCEHY","251941175296","25.83","China"
"3","Sony","SONY","84867457024","67.85","Japan"
"4","Activision Blizzard","ATVI","56991064064","72.85","United States"
"5","Nintendo","7974.T","47124302134","40.34","Japan"
"6","NetEase","NTES","37003407360","55.41","China"
"7","Electronic Arts","EA","35656491008","128.24","United States"
"8","Sea (Garena)","SE","27828500480","49.54","Singapore"
"9","Roblox","RBLX","27319947264","45.78","United States"
"10","Take 2 Interactive","TTWO","20673017856","124.02","United States"
"11","Aristocrat","ALL.AX","15364986024","23.29","Australia"
"12","Bandai Namco","7832.T","14442798270","65.66","Japan"
"13","Nexon","3659.T","14245470091","16.48","Japan"
"14","Unity Software","U","8782708736","29.23","United States"
"15","GameStop","GME","8578609664","28.17","United States"
"16","Entain","ENT.L","8539346799","14.5","Isle of Man"
"17","Embracer Group","EMBRAC-B.ST","6111971195","4.84","Sweden"
"18","Capcom","9697.T","5934233757","27.85","Japan"
"19","Konami Holdings","9766.T","5817281202","43.55","Japan"
"20","Krafton","259960.KS","5773827935","123.1","South Korea"
"21","NCsoft","036570.KS","5470959089","269.41","South Korea"
"22","Square Enix","9684.T","5297928623","44.3","Japan"
"23","Koei Tecmo","3635.T","4753730421","15.09","Japan"
"24","37 Interactive Entertainment","002555.SZ","4325651763","1.95","China"
"25","CyberAgent","4751.T","4272659188","8.45","Japan"
"26","Kingsoft","3888.HK","3969518760","2.92","China"
"27","Zhejiang Century Huatong","002602.SZ","3700632525","0.5","China"
"28","Playtika","PLTK","3544253696","9.82","Israel"
"29","Spin Master","TOY.TO","3347048703","32.53","Canada"
"30","Ubisoft","UBI.PA","3183734790","25.87","France"
"31","Perfect World Entertainment","002624.SZ","2980905398","1.54","China"
"32","Sega Sammy Holdings","6460.T","2814248666","12.75","Japan"
"33","CD Projekt","CDR.WA","2617493847","26.21","Poland"
"34","G-bits Network Technology","603444.SS","2577316714","35.86","China"
"35","Kadokawa","9468.T","2529639844","18.17","Japan"
"36","Netmarble","251270.KS","2524362941","30.81","South Korea"
"37","Keywords Studios","KWS.L","2167194490","27.97","Ireland"
"38","Giant Network Group","002558.SZ","2113761198","1.04","China"
"39","Kunlun Tech","300418.SZ","2091083593","1.78","China"
"40","Playtech","PTEC.L","1857506836","6.06","Isle of Man"
"41","Paradox Interactive","PDX.ST","1813403526","17.17","Sweden"
"42","Kingnet Network","002517.SZ","1692349301","0.79","China"
"43","DeNA","2432.T","1500931348","12.94","Japan"
"44","International Games System","3293.TWO","1492548736","10.59","Taiwan"
"45","Zhejiang Jinke Tom Culture Industry","300459.SZ","1449988605","0.41","China"
"46","Corsair Gaming","CRSR","1315221376","13.73","United States"
"47","Mixi","2121.T","1133434733","15.62","Japan"
"48","Ourpalm","300315.SZ","1091596726","0.4","China"
"49","Shen Zhen Shengxunda Technology (gamexun)","300518.SZ","1064853997","7.48","China"
"50","Stillfront Group","SF.ST","1039482516","1.96","Sweden"
"51","Gree","3632.T","970194766","5.6","Japan"
"52","YOOZOO Interactive","002174.SZ","952518941","1.04","China"
"53","Hangzhou Shunwang Technology","300113.SZ","927963224","1.34","China"
"54","Modern Times Group (MTG)","MTG-B.ST","922001090","7.39","Sweden"
"55","NetDragon Websoft","0777.HK","913514365","1.69","China"
"56","GungHo Online Entertainment","3765.T","901441480","14.56","Japan"
"57","7Road","0797.HK","869900531","0.32","China"
"58","XD Inc.","2400.HK","787747463","1.67","China"
"59","Tianyu Digital Technology (Dalian)","002354.SZ","782803007","0.47","China"
"60","Azerion Group","AZRN.AS","768400367","6.88","Netherlands"
"61","Team17","TM17.L","701811929","4.82","United Kingdom"
"62","Hangzhou Electronic Soul Network Technology","603258.SS","647861674","2.64","China"
"63","Frontier Developments","FDEV.L","610858973","15.49","United Kingdom"
"64","Shenzhen Zqgame","300052.SZ","610410653","2.33","China"
"65","Com2uS","078340.KQ","605385590","48.68","South Korea"
"66","COLOPL","3668.T","602673090","4.7","Japan"
"67","Shenzhen Bingchuan Network","300533.SZ","592955096","3.89","China"
"68","Kaiser (China) Culture","002425.SZ","579285143","0.61","China"
"69","Playstudios","MYPS","570570688","4.43","United States"
"70","DoubleUGames","192080.KS","567187374","33.41","South Korea"
"71","NHN Corp","181710.KS","536152645","16.28","South Korea"
"72","Nazara Technologies","NAZARA.NS","534610707","8.12","India"
"73","iDreamSky","1119.HK","530083728","0.38","China"
"74","Neowiz Games","095660.KQ","529990840","25.04","South Korea"
"75","Wemade","112040.KQ","515065454","31.41","South Korea"
"76","Qingci Games","6633.HK","502043100","0.73","China"
"77","Sohu.com","SOHU","484108736","14.35","China"
"78","DoubleDown Interactive","DDI","476703712","9.62","United States"
"79","NeoGames","NGMS","442509920","17.29","Israel"
"80","Skillz","SKLZ","435939904","1.04","United States"
"81","Huya","HUYA","435380416","1.82","China"
"82","Bushiroad","7803.T","424670463","5.98","Japan"
"83","CMGE Technology Group","0302.HK","420892069","0.15","China"
"84","Rovio Entertainment","ROVIO.HE","419820993","5.61","Finland"
"85","Huuuge","HUG.WA","414862294","5.28","United States"
"86","PlayWay","6P5.F","388397975","57.7","Poland"
"87","Pearl Abyss","263750.KQ","373669959","28.7","South Korea"
"88","Devolver Digital","DEVO.L","367293192","0.83","United States"
"89","GuangZhou Wahlap Technology","301011.SZ","362026846","3.21","China"
"90","Digital Bros","DIB.MI","339393965","23.8","Italy"
"91","Webzen","069080.KQ","325985402","10.41","South Korea"
"92","SciPlay","SCPL","325823232","13.79","United States"
"93","Bank of Innovation","4393.T","319021029","83.1","Japan"
"94","IGG Inc","0799.HK","317245613","0.26","Singapore"
"95","Happinet","7552.T","304140591","13.82","Japan"
