"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","Comcast","CMCSA","141003014144","31.95","United States"
"2","Thomson Reuters","TRI","51696017408","107.22","Canada"
"3","BCE","BCE","41466732544","45.47","Canada"
"4","Warner Bros Discovery","WBD","31170650000","12.95","United States"
"5","Rogers Communication","RCI","21208494080","41.88","Canada"
"6","Naspers","NPSNY","20842606592","19.49","South Africa"
"7","Fox Corporation","FOX","15405077504","27.21","United States"
"8","Liberty Media","LSXMB","13713453056","42.06","United States"
"9","Paramount Global","PARA","12462113792","19.02","United States"
"10","Nielsen","NLSN","10064573440","27.98","United States"
"11","News Corp","NWS","9819299840","17.14","United States"
"12","Endeavor Group","EDR","6438188032","22.3","United States"
"13","Elang Mahkota Teknologi","EMTK.JK","6218260162","0.1","Indonesia"
"14","World Wrestling Entertainment","WWE","5856421888","78.72","United States"
"15","New York Times","NYT","4819587584","28.99","United States"
"16","Quebecor","QBR-B.TO","4404702052","18.91","Canada"
"17","IAC/InterActiveCorp","IAC","4343475200","48.7","United States"
"18","Ziff Davis","ZD","3708779776","78.59","United States"
"19","Schibsted","SCHA.OL","3489403321","15.15","Norway"
"20","Travel + Leisure","TNL","3145933312","37.53","United States"
"21","ITV plc","ITV.L","3124271362","0.78","United Kingdom"
"22","Zee Entertainment","ZEEL.NS","3071311545","3.2","India"
"23","Televisa","TV","3062904064","5.2","Mexico"
"24","Graham Holdings","GHC","3040056832","627.81","United States"
"25","MultiChoice Group","MCG.JO","2834446500","6.66","South Africa"
"26","Peloton","PTON","2723432192","8.01","United States"
"27","Kadokawa","9468.T","2529639844","18.17","Japan"
"28","Sun TV Network","SUNTV.NS","2481174859","6.3","India"
"29","Groupe Lagardère","MMB.PA","2411406466","17.15","France"
"30","Cogeco","CCA.TO","2394751285","52.04","Canada"
"31","John Wiley &amp; Sons","WLY","2342529280","41.94","United States"
"32","NOS","PMV.F","1945953869","3.78","Portugal"
"33","Sanoma","SANOMA.HE","1925480885","11.8","Finland"
"34","Millicom","TIGO","1853907072","10.85","Luxembourg"
"35","Future plc","FUTR.L","1706804837","14.07","United Kingdom"
"36",ProSiebenSat1 Media se,PBSFY,"1560905529","6.87","Germany"
"37","Viaplay Group","VPLAY-B.ST","1560820883","18.47","Sweden"
"38","Gray Television","GTN","1359527296","14.73","United States"
"39","TF1","TFI.PA","1316324114","6.25","France"
"40","Scholastic","SCHL","1305004416","37.93","United States"
"41","E. W. Scripps Company","SSP","1219531648","14.62","United States"
"42","iHeartMedia","IHRT","1041666304","8.57","United States"
"43","Mediaset España Comunicación","TL5.MC","985002926","3.15","Spain"
"44","AMC Networks","AMCX","972542272","22.66","United States"
"45","Gree","3632.T","970194766","5.6","Japan"
"46",Cars,"CARS","915489472","13.49","United States"
"47","Network18","NETWORK18.NS","804944818","0.77","India"
"48","fuboTV","FUBO","670771520","3.62","United States"
"49","Bushiroad","7803.T","424670463","5.98","Japan"
"50","Entravision Communications","EVC","394148992","4.64","United States"
"51","Daily Journal","DJCO","377292448","273.99","United States"
"52","Dish TV","DISHTV.NS","364812172","0.2","India"
"53","Hemisphere Media Group","HMTV","289919648","7.15","United States"
"54","Buzzfeed","BZFD","255001920","1.84","United States"
"55","Urban One","UONE","247357968","6.07","United States"
"56","The Arena Group","AREN","245360496","13.75","United States"
"57","Gannett","GCI","222950560","1.52","United States"
"58","Jagran Prakashan","JAGRAN.NS","211202685","0.8","India"
"59","GTPL Hathway","GTPL.NS","194670100","1.73","India"
"60","PLBY Group (Playboy)","PLBY","157876688","3.46","United States"
"61","Hinduja Ventures","NXTDIGITAL.NS","157513411","4.67","India"
"62","AlphaPolis","9467.T","150609841","15.55","Japan"
"63","Townsquare Media","TSQ","128649752","7.5","United States"
"64","Lee Enterprises","LEE","112732256","18.86","United States"
"65","Comscore","SCOR","108544304","1.18","United States"
"66","Radio City","RADIOCITY.NS","101480858","0.29","India"
"67","Salem Media Group","SALM","59060460","2.17","United States"
"68","Audacy","AUD","52857976","0.36","United States"
"69","Gaia","GAIA","49726820","2.39","United States"
"70","Hindustan Media Ventures","HMVL.NS","46343634","0.63","India"
"71","Beasley Broadcast Group","BBGI","31611440","1.07","United States"
"72","Grom Social Enterprises","GROM","7249021","0.32","United States"
"73","Liquid Media Group","YVR","5552573","0.29","Canada"
