"Rank","Name","Symbol","marketcap","price (USD)","country"
"269","Patrizia Immobilien","P1Z.VI","675211672","7.6","Germany"
"270","Sunteck Realty","SUNTECK.NS","673809036","4.6","India"
"271","Universal Health Realty Income Trust","UHT","670648896","48.59","United States"
"272","Ares Commercial Real Estate","ACRE","670136704","12.31","United States"
"273","TPG Real Estate Finance Trust","TRTX","666443264","8.61","United States"
"274","IRSA Inversiones y Representaciones","IRS","651341696","4.21","Argentina"
"275","Chatham Lodging Trust","CLDT","633508352","12.98","United States"
"276","Global Medical REIT","GMRE","628216000","9.01","United States"
"277","DIC Asset","DIC.DE","614071453","7.38","Germany"
"278","RE/MAX Holdings","RMAX","606556544","19.36","United States"
"279","Seritage Growth Properties","SRG","587758720","10.34","United States"
"280","Forestar Group","FOR","578205376","11.62","United States"
"281","Iguatemi","IGTI3.SA","577766414","0.53","Brazil"
"282","Sunlight REIT","0435.HK","561348435","0.33","Hong Kong"
"283","Brasil Agro","LND","555769728","5.6","Brazil"
"284","Dynex Capital","DX","536431072","12.05","United States"
"285","Orion Office REIT","ONL","534068064","9.43","United States"
"286","Cathay Real Estate Development","2501.TW","525644049","0.45","Taiwan"
"287","INDUS Realty Trust","INDT","523782304","51.39","United States"
"288","CatchMark Timber Trust","CTT","511225440","10.37","United States"
"289","Redfin","RDFN","495639360","4.57","United States"
"290","One Liberty Properties","OLP","490927200","23.27","United States"
"291","PREOS Real Estate","PAG.F","477460634","3.99","Germany"
"292","NexPoint Real Estate Finance","NREF","476462848","17.48","United States"
"293","Whitestone REIT","WSR","475108960","9.47","United States"
"294","Sonder Holdings","SOND","474060640","2.18","United States"
"295","Anant Raj","ANANTRAJ.NS","453135976","1.39","India"
"296","The RMR Group","RMR","449314048","27.23","United States"
"297","City Office REIT","CIO","446908672","10.75","Canada"
"298","Tejon Ranch","TRC","444797344","16.79","United States"
"299","Granite Point Mortgage Trust","GPMT","415143424","7.93","United States"
"300","Braemar Hotels &amp; Resorts","BHR","401418048","4.81","United States"
"301","BRT Apartments","BRT","396354656","22.1","United States"
"302","Hersha Hospitality Trust","HT","372462880","8.99","United States"
"303","Transcontinental Realty Investors","TCI","356026368","41.21","United States"
"304","Orchid Island Capital","ORC","340641440","10.09","United States"
"305","AFC Gamma","AFCG","338974336","17.07","United States"
"306","Belpointe OZ","OZ","314412896","92.11","United States"
"307","Clipper Realty","CLPR","305140320","7.2","United States"
"308","Franklin Street Properties","FSP","293190240","2.84","United States"
"309","Ashford Hospitality Trust","AHT","290047616","7.75","United States"
"310","American Realty Investors","ARL","276845280","17.14","United States"
"311","Puravankara","PURVA.NS","274291621","1.15","India"
"312","Chicago Atlantic Real Estate Finance","REFI","260277440","14.74","United States"
"313","Angel Oak REIT","AOMR","256849040","10.3","United States"
"314","Alpine Income Property Trust","PINE","242025904","18.42","United States"
"315","Cian","CIAN","237563120","3.4","Russia"
"316","Stratus Properties","STRS","227018528","27.44","United States"
"317","Offerpad","OPAD","215429568","0.87","United States"
"318","UBM Development","UBS.VI","207767415","27.81","Austria"
"319","Limoneira","LMNR","206102208","11.63","United States"
"320","Landsea Homes","LSEA","204628000","5","United States"
"321","Omaxe","OMAXE.NS","197755879","1.08","India"
"322","Ashiana Housing","ASHIANA.NS","196564648","1.91","India"
"323","Doma","DOMA","166743920","0.51","United States"
"324","Nam Tai Property","NTP","165472480","4.22","China"
"325","Pollux Properti Indonesia","POLL.JK","155161934","0.02","Indonesia"
"326","Sachem Capital","SACH","147171984","3.82","United States"
"327","Lument Finance Trust","LFT","116997888","2.24","United States"
"328","AG Mortgage Investment Trust","MITT","109360208","4.86","United States"
"329","Reading International","RDI","106028848","3.43","United States"
"330","ACRES Commercial Realty","ACR","90955352","10.18","United States"
"331","Ellington Residential Mortgage REIT","EARN","89332304","6.83","United States"
"332","Sotherly Hotels","SOHO","85498512","2.26","United States"
"333","Modiv","MDV","80533768","10.8","United States"
"334","Manhattan Bridge Capital","LOAN","63336900","5.51","United States"
"335","Unitech Group","UNITECH.NS","57245280","0.02","India"
"336","CorpHousing Group","CHG","36079984","1.36","United States"
"337","CorEnergy Infrastructure Trust","CORR","29599848","1.88","United States"
"338","Trinity Place Holdings","TPHS","29158724","0.79","United States"
"339","PREIT","PEI","22911892","3.58","United States"
"340","Wheeler Real Estate Investment Trust","WHLR","16353825","1.67","United States"
