"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","Prologis","PLD","104308563968","112.98","United States"
"2","American Tower","AMT","95310315520","204.71","United States"
"3","Crown Castle","CCI","57377669120","132.5","United States"
"4","Public Storage","PSA","54840074240","311.54","United States"
"5","Equinix","EQIX","51735265280","568.05","United States"
"6","Simon Property Group","SPG","40824152064","108.96","United States"
"7","Realty Income","O","38481223680","62.31","United States"
"8","CoStar Group","CSGP","33699506176","82.88","United States"
"9","Sun Hung Kai Properties","0016.HK","31512438833","10.87","Hong Kong"
"10","VICI Properties","VICI","30944178176","32.13","United States"
"11","Digital Realty","DLR","29789292544","101.39","United States"
"12","SBA Communications","SBAC","29128140800","270.01","United States"
"13","Welltower","WELL","28497254400","61.5","United States"
"14","Extra Space Storage","EXR","25111257088","178.71","United States"
"15","Equity Residential","EQR","24634083328","63.13","United States"
"16","AvalonBay Communities","AVB","24554326016","175.6","United States"
"17","Alexandria Real Estate Equities","ARE","23776841728","145.72","United States"
"18","CBRE Group","CBRE","22722848768","70.75","United States"
"19","China Overseas Land &amp; Investment","0688.HK","21975974360","2.01","Hong Kong"
"20","CK Asset Holdings","1113.HK","20497955583","5.69","Hong Kong"
"21","Goodman Group","GMG.AX","20201304135","10.74","Australia"
"22","Invitation Homes","INVH","19652474880","32.01","United States"
"23","Duke Realty","DRE","18737653760","48.2","United States"
"24","Mid-America Apartment Communities","MAA","18581776384","156.61","United States"
"25","Mitsui Fudosan","8801.T","18292114096","19.25","Japan"
"26","Vonovia","VNA.DE","17449372294","21.93","Germany"
"27","Sun Communities","SUI","16869096448","133.4","United States"
"28","Mitsubishi Estate","8802.T","16624837690","12.57","Japan"
"29","Ventas","VTR","15864607744","39.69","United States"
"30","Essex Property Trust","ESS","14895969280","222.24","United States"
"31","Vantage Towers","VTWR.DE","13982879203","27.65","Germany"
"32","Host Hotels & Resorts","HST","13527068672","18.65","United States"
"33","Rocket Companies","RKT","13334782976","6.71","United States"
"34","Kimco Realty","KIM","13056154624","21.11","United States"
"35","Link REIT","0823.HK","13008928563","6.17","Hong Kong"
"36","KE Holdings","BEKE","12910638080","10.3","China"
"37","Healthpeak Properties","PEAK","12825840640","23.77","United States"
"38","American Homes 4 Rent","AMH","12783908864","31.98","United States"
"39","Henderson Land Development","0012.HK","12458523769","2.57","Hong Kong"
"40","Wharf REIC","1997.HK","12319450450","4.06","Hong Kong"
"41","DLF","DLF.NS","11572268727","4.68","India"
"42","Swire Properties","1972.HK","11507560431","1.97","Hong Kong"
"43","Boston Properties","BXP","11411765248","72.8","United States"
"44","SEGRO","SGRO.L","11119619723","9.19","United Kingdom"
"45","Sumitomo Realty &amp; Development","8830.T","10965988503","23.14","Japan"
"46","Brookfield Property Partners","BPYPP","10798011392","16.34","Bermuda"
"47","Regency Centers","REG","10290796544","59.88","United States"
"48","Azrieli Group","AZRG.TA","9163047563","75.56","Israel"
"49","CapitaLand Mall Trust","C38U.SI","8886121877","1.34","Singapore"
"50","Wharf Holdings","0004.HK","8877130115","2.9","Hong Kong"
"51","Hongkong Land","H78.SI","8658647040","3.88","Hong Kong"
"52","Sino Land","0083.HK","8466365882","1.1","Hong Kong"
"53","Deutsche Wohnen","DWNI.DE","7882130293","19.86","Germany"
"54","ESR","1821.HK","7854860547","1.77","Hong Kong"
"55","Nippon Building Fund","8951.T","7569186715","4449.87","Japan"
"56","Zillow","ZG","7447598592","30.94","United States"
"57","National Retail Properties","NNN","7415679488","41.87","United States"
"58","Choice Properties REIT","CHP-UN.TO","7036533725","9.73","Canada"
"59","Medical Properties Trust","MPW","6942410240","11.59","United States"
"60","Daito Trust Construction","1878.T","6646948658","97.48","Japan"
"61","Starwood Property Trust","STWD","6642016768","20.82","United States"
"62","Jabal Omar Development","4250.SR","6635936358","5.75","Saudi Arabia"
"63","Americold","COLD","6533988352","24.24","United States"
"64","Unibail-Rodamco-Westfield","URW.AS","6470215539","46.63","France"
"65","Swiss Prime Site","SPSN.SW","6199065703","80.82","Switzerland"
"66","Mapletree Commercial Trust","N2IU.SI","6195822850","1.18","Singapore"
"67","Hang Lung Properties","0101.HK","5915286532","1.31","Hong Kong"
"68","Apartment Income REIT","AIRC","5871441408","38.08","United States"
"69","Japan Real Estate Investment","8952.T","5825737489","4205.67","Japan"
"70","Lodha Group","LODHA.NS","5793818310","12.03","India"
"71","Klépierre","LI.PA","5793573913","20.3","France"
"72","Sagax","SAGA-B.ST","5757169028","18.18","Sweden"
"73","Nippon Prologis REIT","3283.T","5588135922","2092.66","Japan"
"74","Canadian Apartment Properties REIT","CAR-UN.TO","5477190003","31.34","Canada"
"75","Nomura Real Estate Master Fund","3462.T","5443814019","1154.52","Japan"
"76","Hulic","3003.T","5433268333","7.13","Japan"
"77","Stockland","SGP.AX","5389198645","2.26","Australia"
"78","New World Development Company","0017.HK","5354464181","2.13","Hong Kong"
"79","Dexus","DXS.AX","5346118338","4.97","Australia"
"80","GPT Group","GPT.AX","5184548055","2.71","Australia"
"81","Mapletree Logistics Trust","M44U.SI","5175359229","1.08","Singapore"
"82","New Residential Investment","NRZ","5083310592","10.89","United States"
"83","Mirvac Group","MGR.AX","5061390580","1.28","Australia"
"84","Asset World Corp","AWC.BK","5018575658","0.16","Thailand"
"85","Land Securities Group","LAND.L","4972945629","6.68","United Kingdom"
"86","PSP Swiss Property","PSPN.SW","4918365558","107.23","Switzerland"
"87","Ryman Hospitality Properties","RHP","4903297536","88.9","United States"
"88","LEG Immobilien","LEG.DE","4731354547","63.84","Germany"
"89","CTP N.V.","CTPNV.AS","4718074897","10.62","Netherlands"
"90","GLP J-REIT","3281.T","4687748978","1043.96","Japan"
"91","RioCan REIT","REI-UN.TO","4443846869","14.38","Canada"
"92","Blackstone Mortgage Trust","BXMT","4334058496","25.45","United States"
"93","Kite Realty","KRG","4310378496","19.41","United States"
"94","Mapletree Industrial Trust","ME8U.SI","4274830500","1.58","Singapore"
"95","Godrej Properties","GODREJPROP.NS","4211240916","15.15","India"
"96","Unite Group (Unite Students)","UTG.L","4182925757","10.45","United Kingdom"
"97","Colliers International","CIGI","4167200768","96.27","Canada"
"98","Iida Group","3291.T","4000258013","13.98","Japan"
"99","Oberoi Realty","OBEROIRLTY.NS","3999727867","11","India"
"100","Merlin Properties","MRL.MC","3999091218","8.54","Spain"
"101","Phillips Edison &amp; Company","PECO","3931950336","29.96","United States"
"102","British Land","BLDA.F","3911056201","4.19","United Kingdom"
"103","Apple Hospitality REIT","APLE","3886348288","16.98","United States"
"104","Lendlease","LLC.AX","3880937999","5.63","Australia"
"105","Independence Realty Trust","IRT","3854962432","16.75","United States"
"106","Charter Hall Group","CHC.AX","3825353884","8.09","Australia"
"107","Fastighets AB Balder","BALD-B.ST","3797845151","3.59","Sweden"
"108","Sarana Menara Nusantara","TOWR.JK","3667336156","0.07","Indonesia"
"109","Castellum","CAST.ST","3651600335","11.12","Sweden"
"110","UOL Group","U14.SI","3616523942","4.28","Singapore"
"111","Douglas Emmett","DEI","3611088128","17.48","United States"
"112","Melisron","MLSR.TA","3561403039","74.99","Israel"
"113","Granite Real Estate","GRP-UN","3405806848","52.06","Canada"
"114","SmartCentres REIT","SRU-UN.TO","3400996131","19.98","Canada"
"115","Société Foncière Lyonnaise","FLY.PA","3388007686","79.13","France"
"116","Kojamo","KOJAMO.HE","3238931186","13.11","Finland"
"117","Broadstone Net Lease","BNL","3230956544","17.36","United States"
"118","CA Immo","BZY.F","3177788926","31.19","Austria"
"119","Sabra Health Care REIT","SBRA","3173513984","13.74","United States"
"120","Phoenix Mills","PHOENIXLTD.NS","3107857987","17.39","India"
"121","Howard Hughes Corporation","HHC","3012255488","60.35","United States"
"122","Frasers Logistics &amp; Industrial Trust","BUOU.SI","2960918758","0.8","Singapore"
"123","Land and Houses","LH.BK","2913408873","0.24","Thailand"
"124","Aroundtown","AT1.F","2902692509","2.01","Luxembourg"
"125","Mapletree North Asia Commercial Trust","RW0U.SI","2897105666","0.87","Singapore"
"126","Amot Investment","AMOT.TA","2895335278","6.16","Israel"
"127","Derwent London","DLN.L","2819894133","25.11","United Kingdom"
"128","Inmobiliaria Colonial","COL.MC","2806919067","5.28","Spain"
"129","Evergrande","3333.HK","2775744358","0.21","China"
"130","Altarea","ALTA.PA","2744203660","135.94","France"
"131","Multiplan Empreendimentos Imobiliários","MULT3.SA","2723392765","4.65","Brazil"
"132","CT REIT","CRT-UN.TO","2696267498","11.52","Canada"
"133","Suntec REIT","T82U.SI","2645213192","0.92","Singapore"
"134","SITE Centers","SITC","2632644096","12.38","United States"
"135","SL Green Realty","SLG","2558664192","39.37","United States"
"136","Allied Properties REIT","AP-UN.TO","2545199459","19.89","Canada"
"137","First Capital REIT","FCR-UN.TO","2531020288","11.76","Canada"
"138","Summit Industrial Income REIT","SMU-UN.TO","2489384722","13.11","Canada"
"139","Macerich","MAC","2473913856","11.01","United States"
"140","Growthpoint Properties","GRT.JO","2469769700","0.72","South Africa"
"141","Keppel REIT","K71U.SI","2433799949","0.65","Singapore"
"142","Big Yellow Group","BYG.L","2432876002","13.21","United Kingdom"
"143","NexPoint Residential","NXRT","2379289856","46.11","United States"
"144","Sunstone Hotel Investors","SHO","2375815936","11.19","United States"
"145","H&amp;R REIT","HR-UN.TO","2370330420","8.33","Canada"
"146","Allreal Holding","ALLN.SW","2365756916","143.17","Switzerland"
"147","Tricon Residential","TCN","2357082112","8.61","Canada"
"148","Arbor Realty Trust","ABR","2355276544","13.83","United States"
"149","McGrath RentCorp","MGRC","2353939712","96.56","United States"
"150","Kerry Properties","0683.HK","2348248265","1.62","Hong Kong"
"151","Kennedy Wilson","KW","2294220288","16.65","United States"
"152","JBG SMITH","JBGS","2271805440","19.86","United States"
"153","Hysan Development","0014.HK","2271567571","2.21","Hong Kong"
"154","Covivio Hotels","COVH.PA","2251373554","15.2","France"
"155","Safestore","SAFE.L","2250316063","10.67","United Kingdom"
"156","Claros Mortgage Trust","CMTG","2245483264","16.1","United States"
"157","DigitalBridge Group","DBRG","2201591040","13.42","United States"
"158","United Industrial Corporation","U06.SI","2193794958","1.53","Singapore"
"159","Alony Hetz","ALHE.TA","2191111040","12.19","Israel"
"160","AEON REIT Investment","3292.T","2189810207","1071.09","Japan"
"161","Prestige Group","PRESTIGE.NS","2161310246","5.39","India"
"162","LondonMetric Property","LMP.L","2144684432","2.18","United Kingdom"
"163","Pebblebrook Hotel Trust","PEB","2144287744","16.28","United States"
"164","Shimao Property","0813.HK","2136636514","0.56","Hong Kong"
"165","St. Joe Company","JOE","2131869568","36.19","United States"
"166","Dream Industrial REIT","DIR-UN.TO","2084439729","8.17","Canada"
"167","WeWork","WE","2068894720","2.61","United States"
"168","Grainger plc","GRI.L","1991046222","2.69","United Kingdom"
"169","RLJ Lodging Trust","RLJ","1983509632","12.13","United States"
"170","Diamondrock Hospitality Company","DRH","1977193984","9.34","United States"
"171","Crombie Real Estate Investment Trust","CRR-UN.TO","1974154237","11.13","Canada"
"172","Jeudan","JDAN.CO","1971925299","35.61","Denmark"
"173","Tanger Factory Outlet Centers","SKT","1953480704","17.9","United States"
"174","Xenia Hotels &amp; Resorts","XHR","1948575232","17.04","United States"
"175","Champion REIT","2778.HK","1917885295","0.32","Hong Kong"
"176","Assura Plc","AGR.L","1912841527","0.65","United Kingdom"
"177","NorthWest Healthcare Properties REIT","NWH-UN.TO","1898966939","7.89","Canada"
"178","Newmark","NMRK","1885749760","7.97","United States"
"179","Shikun &amp; Binui","SKBN.TA","1839218229","4.07","Israel"
"180","UNITI","UNIT","1822087680","7.68","United States"
"181","CareTrust REIT","CTRE","1817347584","18.73","United States"
"182","Boardwalk Real Estate Investment Trust","BEI-UN.TO","1799236648","35.8","Canada"
"183","Retail Opportunity Investments","ROIC","1797141120","14.43","United States"
"184","Ready Capital","RC","1786153216","12.2","United States"
"185","Primary Health Properties","PHP.L","1751084097","1.31","United Kingdom"
"186","Olav Thon","OLT.OL","1740492491","16.8","Norway"
"187","Urban Edge Properties","UE","1738704768","14.2","United States"
"188","StorageVault Canada","SVI.TO","1706959976","4.5","Canada"
"189","Opendoor","OPEN","1691716864","2.69","United States"
"190","Immofinanz","IMO1.F","1686085166","11.77","Austria"
"191","Mallplaza","MALLPLAZA.SN","1681589796","0.86","Chile"
"192","InvenTrust Properties","IVT","1676924416","24.87","United States"
"193","Entra","ENTRA.OL","1648596481","9.05","Norway"
"194","Shaftesbury","SHB.L","1648326977","4.29","United Kingdom"
"195","Apollo Commercial Real Estate","ARI","1640755328","11.67","United States"
"196","Preferred Apartment Communities","APTS","1624227456","25","United States"
"197","Redefine Properties","RDF.JO","1608217000","0.23","South Africa"
"198","Goodman Property Trust","GMT.NZ","1607958753","1.15","New Zealand"
"199","Altus Group","AIF.TO","1606914672","36.02","Canada"
"200","Zug Estates Holding","ZUGN.SW","1590096064","1661.65","Switzerland"
"201","LTC Properties","LTC","1586978048","39.18","United States"
"202","Veris Residential","VRE","1581587584","15.85","United States"
"203","Paramount Group","PGRE","1570987392","6.53","United States"
"204","Chimera Investment Corporation","CIM","1568954368","6.77","United States"
"205","Great Portland Estates","GPE.L","1500921283","5.91","United Kingdom"
"206","Marcus &amp; Millichap","MMI","1477480192","36.97","United States"
"207","Getty Realty","GTY","1471637888","31.49","United States"
"208","Chartwell Retirement Residences","CSH-UN.TO","1424520412","6.08","Canada"
"209","Alexander &amp; Baldwin","ALEX","1402724480","19.29","United States"
"210","Acadia Realty Trust","AKR","1400269056","13.97","United States"
"211","Helios Towers","HTWS.L","1400091752","1.33","United Kingdom"
"212","Savills","SVS.L","1393336490","9.65","United Kingdom"
"213","Great Eagle","0041.HK","1390829073","1.86","Hong Kong"
"214","Killam Apartment REIT","KMP-UN.TO","1356827757","11.7","Canada"
"215","Saul Centers","BFS","1348082944","41.25","United States"
"216","Ladder Capital","LADR","1346934528","10.62","United States"
"217","Fortune REIT","0778.HK","1324394511","0.67","Hong Kong"
"218","Service Properties Trust","SVC","1317801216","7.98","United States"
"219","Piedmont Office Realty Trust","PDM","1312922880","10.64","United States"
"220","GAG Immobilien","GWK3.HM","1272361331","78.73","Germany"
"221","PennyMac Mortgage Investment Trust","PMT","1261654016","13.93","United States"
"222","Two Harbors Investment","TWO","1233098752","3.58","United States"
"223","KKR Real Estate Finance Trust","KREF","1228509184","17.78","United States"
"224","InterRent Real Estate Investment Trust","IIP-UN.TO","1197202799","8.48","Canada"
"225","Franklin BSP Realty Trust","FBRT","1177061248","14.05","United States"
"226","Yanlord","Z25.SI","1150215205","0.6","Singapore"
"227","Eurocommercial Properties","ECMPA.AS","1147504182","22.01","Netherlands"
"228","Centerspace","CSR","1134072064","69.28","United States"
"229","Precinct Properties","PCT.NZ","1125377608","0.71","New Zealand"
"230","TAG Immobilien","TEG.F","1117711333","6.33","Germany"
"231","Stewart Information Services","STC","1086818560","40.07","United States"
"232","Compass","COMP","1079192064","2.51","United States"
"233","Metrovacesa","MVC.MC","1056543751","6.98","Spain"
"234","Geo Group","GEO","1053524096","8.49","United States"
"235","Citycon","CTY1S.HE","1045338266","6.29","Finland"
"236","Armada Hoffler Properties","AHH","1043304896","11.81","United States"
"237","Aliansce Sonae Shopping Centers","ALSO3.SA","1041074208","3.93","Brazil"
"238","New York Mortgage Trust","NYMT","1031183808","2.73","United States"
"239","MFA Financial","MFA","1019965888","10.02","United States"
"240","Netstreit","NTST","1012219136","18.57","United States"
"241","BrightSpire Capital","BRSP","1002058048","7.77","United States"
"242","Bluerock Residential","BRG","971777792","26.6","United States"
"243","The Necessity Retail REIT","RTL","971074816","6.84","United States"
"244","UMH Properties","UMH","967488512","17.57","United States"
"245","Fortress REIT","FFA.JO","916581400","0.57","South Africa"
"246","Morguard","MRC.TO","907141194","81.76","Canada"
"247","Summit Hotel Properties","INN","906503488","8.48","United States"
"248","Anywhere Real Estate","HOUS","903570432","7.9","United States"
"249","iStar","STAR","903463680","10.46","United States"
"250","Hudco","HUDCO.NS","896725472","0.45","India"
"251","CBL Properties","CBL","895174912","28.12","United States"
"252","Community Healthcare Trust","CHCT","861909952","34.34","United States"
"253","Artis REIT","AX-UN.TO","830704852","7.17","Canada"
"254","Redwood Trust","RWT","819469888","7.23","United States"
"255","Gateway Real Estate","GTY.F","818977078","4.39","Germany"
"256","RPT Realty","RPT","806031104","9.28","United States"
"257","Farmland Partners","FPI","793222080","14.21","United States"
"258","Broadmark Realty Capital","BRMK","785243968","5.91","United States"
"259","Kiwi Property","KWIPF","778003776","0.5","New Zealand"
"260","UB Properties","UBA","760019136","18.78","United States"
"261","Plymouth Industrial REIT","PLYM","759960896","18.71","United States"
"262","PropertyGuru","PGRU","759848960","4.7","Singapore"
"263","Mahindra Lifespaces","MAHLIFE.NS","744668453","4.8","India"
"264","Office Properties Income Trust","OPI","739909376","15.27","United States"
"265","Property For Industry","PFI.NZ","719496547","1.43","New Zealand"
"266","Gladstone Commercial","GOOD","710295808","17.66","United States"
"267","ARMOUR Residential REIT","ARR","705627648","5.34","United States"
"268","Gladstone Land","LAND","704470912","20.47","United States"
