"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","LVMH","MC.PA","324329689169","647.1","France"
"2","Nike","NKE","146805473280","93.83","United States"
"3","Dior","CDI.PA","112824307754","625.37","France"
"4","TJX Companies","TJX","84176125952","72.5","United States"
"5","Inditex","IDEXY","74941243392","11.89","Spain"
"6","Fast Retailing","9983.T","56989732949","557.93","Japan"
"7","lululemon athletica","LULU","41883172864","328.48","Canada"
"8","Ross Stores","ROST","33092456448","95.35","United States"
"9","Adidas","ADS.DE","18072610086","99.01","Germany"
"10","H&amp;M","HM-B.ST","16081102056","10.12","Sweden"
"11","Prada","1913.HK","11573061154","4.52","Italy"
"12","VF Corporation","VFC","10982754304","28.27","United States"
"13","Burlington Stores","BURL","9131938816","139.32","United States"
"14","Burberry","BRBY.L","8236934180","21.11","United Kingdom"
"15","Tapestry","TPR","7731077120","31.94","United States"
"16","Next plc","NXT.L","7409578981","57.32","United Kingdom"
"17","PUMA","PUM.DE","6825891234","45.62","Germany"
"18","Page Industries","PAGEIND.NS","6674083603","598.36","India"
"19","Capri Holdings","CPRI","6367461888","46.13","United Kingdom"
"20","Zalando","ZAL.DE","6259015284","24.1","Germany"
"21","JD Sports Fashion","JD.L","5803229457","1.13","United Kingdom"
"22","Columbia Sportswear","COLM","4784747520","77.06","United States"
"23","Pepkor","PPH.JO","4643891000","1.25","South Africa"
"24","Aritzia","ATZ.TO","4174531256","38.07","Canada"
"25","Gap Inc.","GPS","4091591168","11.25","United States"
"26","UniFirst","UNF","3418839296","183.14","United States"
"27","Farfetch","FTCH","3195428096","8.38","United Kingdom"
"28","Under Armour","UA","3142106624","6.48","United States"
"29","Victoria's Secret &amp; Co","VSCO","3134451712","38.58","United States"
"30","Ermenegildo Zegna","ZGN","2646552576","10.9","Italy"
"31","Urban Outfitters","URBN","2274866688","24.68","United States"
"32","The Foschini Group","TFG.JO","2132490800","6.42","South Africa"
"33","Kontoor Brands","KTB","2037614208","36.79","United States"
"34","Buckle","BKE","2025833600","40.44","United States"
"35","Canada Goose","GOOS","1825399168","17.4","Canada"
"36","Revolve","RVLV","1803772800","24.6","United States"
"37","Boot Barn Holdings","BOOT","1705825920","57.23","United States"
"38","Oxford Industries","OXM","1598721920","100.45","United States"
"39","Fila","081660.KS","1384413365","23.04","South Korea"
"40","FIGS","FIGS","1216953984","7.36","United States"
"41","Fenix Outdoor","FOI-B.ST","1089701451","80.13","Switzerland"
"42","MYT Netherlands Parent (Mytheresa)","MYTE","951843648","11.24","Germany"
"43","Abercrombie &amp; Fitch","ANF","925276800","18.71","United States"
"44","G-III Apparel Group","GIII","921240000","19.4","United States"
"45","Guess","GES","921090944","16.92","United States"
"46","Chico's","CHS","740550592","5.92","United States"
"47","ASOS","ASC.L","665161330","6.66","United Kingdom"
"48","Boohoo Group","BOO.L","620005250","0.49","United Kingdom"
"49","PDS Multinational","PDSMFL.NS","590788155","22.65","India"
"50","The Children's Place","PLCE","506931136","38.91","United States"
"51","Torrid","CURV","498412192","4.81","United States"
"52","Allbirds","BIRD","497359392","3.34","United States"
"53","TCNS Clothing","TCNSBRANDS.NS","461588226","7.49","India"
"54","Zumiez","ZUMZ","441199264","22.66","United States"
"55","Stitch Fix","SFIX","439903808","3.97","United States"
"56","Destination XL","DXLG","416854336","6.75","United States"
"57","Marimekko","MEKKO.HE","375284417","9.24","Finland"
"58","Kewal Kiran Clothing","KKCL.NS","374510983","6.08","India"
"59","Lands' End","LE","348365600","10.52","United States"
"60","Arvind","ARVIND.NS","294938616","1.13","India"
"61","Rupa Company","RUPA.NS","290921209","3.66","India"
"62","Duluth Holdings","DLTH","286381536","8.58","United States"
"63","Tillys","TLYS","266479712","8.85","United States"
"64","Giordano","0709.HK","263670639","0.17","Hong Kong"
"65","a.k.a. Brands","AKA","259923504","2.02","United States"
"66","Cato Fashion","CATO","252260944","11.91","United States"
"67","Cantabil Retail India","CANTABIL.NS","242473509","14.74","India"
"68","Lulu's Fashion Lounge","LVLU","239036336","6.14","United States"
"69","J.Jill","JILL","201955152","19.9","United States"
"70","GEOX","GEO.MI","201950919","0.79","Italy"
"71","Kitex Garments","KITEX.NS","163974496","2.47","India"
"72","ThredUp","TDUP","126103320","1.26","United States"
"73","Rent the Runway","RENT","118731288","1.84","United States"
"74","Delta Apparel","DLA","106075184","15.34","United States"
"75","Vince Holding","VNCE","92981952","7.56","United States"
"76","Lakeland Industries","LAKE","90026344","11.98","United States"
"77","Express","EXPR","89403704","1.31","United States"
"78","Björn Borg","BORG.ST","60774897","2.42","Sweden"
"79","Grand Twins International Cambodia","GTI.KH","37675545","0.94","Cambodia"
"80","Kidpik","PIK","9764001","1.27","United States"
